,Descriptor,Resolved Type,Cluster Labels,Segment
25556,Noise,fixed,4,5
25557,Noise,fixed,4,5
25558,Noise,fixed,4,5
25559,Noise,no_violation,6,7
25560,Traffic,no_violation,5,6
25561,Noise,fixed,4,5
25562,Noise,no_violation,6,7
25563,Noise,no_violation,6,7
25564,Noise,fixed,4,5
25565,Noise,no_violation,6,7
25566,Noise,fixed,4,5
25567,Noise,fixed,4,5
25568,Noise,no_violation,6,7
25569,Noise,no_violation,6,7
25570,Noise,fixed,4,5
25571,Noise,fixed,4,5
25572,Noise,no_violation,6,7
25573,Noise,no_violation,6,7
25574,Noise,fixed,4,5
25575,Noise,fixed,4,5
25576,Noise,fixed,4,5
25577,Noise,no_violation,6,7
25578,Noise,fixed,4,5
25579,Noise,no_violation,6,7
25580,Noise,no_violation,6,7
25581,Noise,fixed,4,5
25582,Noise,fixed,4,5
25583,Noise,fixed,4,5
25584,Noise,fixed,4,5
25585,Noise,fixed,4,5
25586,Noise,fixed,4,5
25587,Noise,fixed,4,5
25588,Noise,fixed,4,5
25589,Noise,no_violation,6,7
25590,Traffic,no_violation,5,6
25591,Noise,fixed,4,5
25592,Noise,fixed,4,5
25593,Noise,no_violation,6,7
25594,Noise,no_violation,6,7
25595,Noise,no_violation,6,7
25596,Noise,no_violation,6,7
25597,Noise,fixed,4,5
25599,Traffic,no_violation,5,6
25600,Noise,fixed,4,5
25601,Noise,no_violation,6,7
25602,Noise,no_violation,6,7
25603,Noise,fixed,4,5
25604,Noise,no_violation,6,7
25605,Noise,no_violation,6,7
25606,Traffic,no_violation,5,6
25607,Traffic,fixed,0,1
25608,Traffic,fixed,0,1
25609,Noise,no_violation,6,7
25610,Noise,fixed,4,5
25611,Noise,no_violation,6,7
25612,Noise,no_violation,6,7
25613,Noise,info_needed,4,5
25614,Noise,no_violation,6,7
25615,Noise,fixed,4,5
25616,Noise,fixed,4,5
25617,Safety,no_violation,7,8
25618,Traffic,fixed,0,1
25619,Noise,fixed,4,5
25620,Noise,fixed,4,5
25621,Noise,no_violation,6,7
25622,Noise,no_violation,6,7
25623,Safety,no_violation,7,8
25624,Noise,no_violation,6,7
25625,Traffic,no_violation,5,6
25626,Noise,fixed,4,5
25627,Safety,fixed,0,1
25628,Noise,no_violation,6,7
25629,Noise,fixed,4,5
25630,Noise,fixed,4,5
25631,Noise,referred,4,5
25632,Other,fixed,0,1
25633,Noise,no_violation,6,7
25634,Noise,no_violation,6,7
25635,Traffic,no_violation,5,6
25636,Noise,fixed,4,5
25637,Noise,fixed,4,5
25638,Noise,fixed,4,5
25639,Noise,fixed,4,5
25640,Noise,referred,4,5
25641,Noise,fixed,4,5
25642,Noise,fixed,4,5
25643,Noise,no_violation,6,7
25644,Noise,fixed,4,5
25645,Noise,no_violation,6,7
25646,Noise,no_violation,6,7
25647,Traffic,no_violation,5,6
25648,Safety,no_violation,7,8
25649,Noise,info_needed,4,5
25650,Noise,info_needed,4,5
25651,Noise,info_needed,4,5
25652,Noise,no_violation,6,7
25653,Noise,no_violation,6,7
25654,Noise,fixed,4,5
25655,Noise,fixed,4,5
25656,Noise,no_violation,6,7
25657,Noise,fixed,4,5
25658,Noise,fixed,4,5
25659,Noise,fixed,4,5
25660,Noise,no_violation,6,7
25661,Traffic,fixed,0,1
25662,Noise,fixed,4,5
25663,Noise,fixed,4,5
25664,Noise,no_violation,6,7
25665,Noise,fixed,4,5
25666,Noise,fixed,4,5
25667,Noise,fixed,4,5
25668,Noise,fixed,4,5
25669,Noise,no_violation,6,7
25670,Noise,no_violation,6,7
25671,Traffic,fixed,0,1
25672,Noise,fixed,4,5
25673,Noise,no_violation,6,7
25674,Noise,fixed,4,5
25675,Noise,no_violation,6,7
25676,Personal Issue,fixed,0,1
25677,Personal Issue,fixed,0,1
25678,Traffic,no_violation,5,6
25679,Personal Issue,fixed,0,1
25680,Noise,fixed,4,5
25681,Noise,fixed,4,5
25682,Noise,fixed,4,5
25683,Noise,fixed,4,5
25684,Traffic,fixed,0,1
25685,Noise,fixed,4,5
25686,Noise,no_violation,6,7
25687,Noise,fixed,4,5
25688,Noise,fixed,4,5
25689,Noise,no_violation,6,7
25690,Noise,no_violation,6,7
25691,Personal Issue,fixed,0,1
25692,Noise,fixed,4,5
25693,Noise,no_violation,6,7
25694,Noise,fixed,4,5
25695,Noise,no_violation,6,7
25696,Noise,no_violation,6,7
25697,Noise,no_violation,6,7
25698,Noise,fixed,4,5
25699,Noise,no_violation,6,7
25700,Noise,no_violation,6,7
25701,Noise,no_violation,6,7
25702,Noise,fixed,4,5
25703,Noise,fixed,4,5
25704,Traffic,fixed,0,1
25705,Noise,fixed,4,5
25706,Noise,fixed,4,5
25707,Noise,no_violation,6,7
25708,Noise,no_violation,6,7
25709,Noise,no_violation,6,7
25710,Noise,fixed,4,5
25711,Noise,no_violation,6,7
25712,Noise,referred,4,5
25713,Noise,fixed,4,5
25714,Noise,fixed,4,5
25715,Safety,fixed,0,1
25716,Safety,fixed,0,1
25717,Safety,fixed,0,1
25718,Noise,fixed,4,5
25719,Noise,fixed,4,5
25720,Noise,fixed,4,5
25721,Traffic,no_violation,5,6
25722,Noise,fixed,4,5
25723,Noise,fixed,4,5
25724,Noise,fixed,4,5
25725,Noise,fixed,4,5
25726,Noise,no_violation,6,7
25727,Traffic,no_violation,5,6
25728,Noise,no_violation,6,7
25729,Traffic,info_needed,0,1
25730,Animals,referred,0,1
25731,Noise,no_violation,6,7
25732,Noise,info_needed,4,5
25733,Animals,info_needed,0,1
25734,Animals,info_needed,0,1
25735,Other,referred,0,1
25736,Noise,fixed,4,5
25737,Personal Issue,fixed,0,1
25738,Noise,no_violation,6,7
25739,Noise,fixed,4,5
25740,Noise,no_violation,6,7
25741,Noise,fixed,4,5
25742,Noise,no_violation,6,7
25743,Noise,no_violation,6,7
25744,Noise,fixed,4,5
25745,Noise,no_violation,6,7
25746,Noise,fixed,4,5
25747,Noise,fixed,4,5
25748,Noise,fixed,4,5
25749,Noise,fixed,4,5
25750,Safety,fixed,0,1
25751,Noise,fixed,4,5
25752,Noise,fixed,4,5
25753,Noise,no_violation,6,7
25754,Noise,no_violation,6,7
25757,Noise,fixed,4,5
25758,Noise,no_violation,6,7
25759,Noise,no_violation,6,7
25760,Noise,no_violation,6,7
25761,Noise,no_violation,6,7
25762,Noise,no_violation,6,7
25763,Noise,fixed,4,5
25764,Noise,no_violation,6,7
25765,Noise,no_violation,6,7
25766,Noise,no_violation,6,7
25767,Noise,fixed,4,5
25768,Noise,no_violation,6,7
25769,Noise,fixed,4,5
25770,Noise,no_violation,6,7
25771,Noise,no_violation,6,7
25772,Noise,no_violation,6,7
25773,Noise,no_violation,6,7
25774,Noise,no_violation,6,7
25775,Noise,no_violation,6,7
25776,Noise,no_violation,6,7
25777,Traffic,referred,0,1
25778,Noise,no_violation,6,7
25779,Traffic,no_violation,5,6
25780,Noise,fixed,4,5
25781,Noise,fixed,4,5
25782,Noise,fixed,4,5
25783,Traffic,no_violation,5,6
25784,Noise,fixed,4,5
25785,Noise,no_violation,6,7
25786,Noise,fixed,4,5
25787,Noise,fixed,4,5
25788,Noise,fixed,4,5
25789,Noise,no_violation,6,7
25790,Noise,fixed,4,5
25791,Noise,no_violation,6,7
25792,Noise,fixed,4,5
25793,Noise,no_violation,6,7
25794,Noise,fixed,4,5
25795,Noise,fixed,4,5
25796,Noise,no_violation,6,7
25797,Noise,no_violation,6,7
25798,Noise,fixed,4,5
25799,Noise,no_violation,6,7
25800,Traffic,no_violation,5,6
25801,Noise,fixed,4,5
25802,Noise,no_violation,6,7
25803,Noise,fixed,4,5
25804,Noise,fixed,4,5
25805,Noise,no_violation,6,7
25807,Noise,fixed,4,5
25808,Noise,no_violation,6,7
25809,Energy,no_violation,1,2
25810,Noise,fixed,4,5
25811,Noise,fixed,4,5
25812,Energy,no_violation,1,2
25813,Noise,fixed,4,5
25814,Noise,fixed,4,5
25815,Noise,info_needed,4,5
25816,Energy,no_violation,1,2
25817,Noise,no_violation,6,7
25818,Noise,no_violation,6,7
25819,Energy,no_violation,1,2
25820,Noise,fixed,4,5
25821,Noise,fixed,4,5
25822,Noise,fixed,4,5
25823,Noise,fixed,4,5
25824,Noise,fixed,4,5
25825,Noise,fixed,4,5
25826,Noise,fixed,4,5
25827,Noise,no_violation,6,7
25828,Noise,fixed,4,5
25829,Noise,fixed,4,5
25830,Noise,fixed,4,5
25831,Noise,fixed,4,5
25832,Noise,fixed,4,5
25833,Noise,fixed,4,5
25834,Noise,fixed,4,5
25835,Noise,no_violation,6,7
25836,Noise,fixed,4,5
25837,Noise,fixed,4,5
25838,Energy,no_violation,1,2
25839,Noise,fixed,4,5
25840,Noise,fixed,4,5
25841,Noise,no_violation,6,7
25842,Noise,fixed,4,5
25843,Noise,fixed,4,5
25844,Noise,fixed,4,5
25845,Noise,fixed,4,5
25846,Noise,fixed,4,5
25847,Noise,fixed,4,5
25848,Noise,fixed,4,5
25849,Noise,fixed,4,5
25850,Noise,fixed,4,5
25851,Noise,fixed,4,5
25852,Noise,fixed,4,5
25853,Noise,fixed,4,5
25854,Noise,fixed,4,5
25855,Noise,no_violation,6,7
25856,Noise,no_violation,6,7
25857,Traffic,info_needed,0,1
25858,Noise,no_violation,6,7
25859,Noise,no_violation,6,7
25860,Noise,no_violation,6,7
25861,Noise,fixed,4,5
25862,House,fixed,2,3
25863,Noise,info_needed,4,5
25864,Traffic,no_violation,5,6
25865,Noise,fixed,4,5
25866,Noise,fixed,4,5
25867,Noise,fixed,4,5
25868,Traffic,info_needed,0,1
25869,Traffic,fixed,0,1
25870,Noise,no_violation,6,7
25871,Noise,fixed,4,5
25872,Noise,fixed,4,5
25873,Personal Issue,no_violation,1,2
25874,Energy,no_violation,1,2
25875,Noise,fixed,4,5
25876,Noise,no_violation,6,7
25877,Noise,no_violation,6,7
25878,Noise,no_violation,6,7
25879,Noise,no_violation,6,7
25880,Noise,info_needed,4,5
25881,Noise,no_violation,6,7
25882,Noise,no_violation,6,7
25883,Noise,fixed,4,5
25884,Noise,fixed,4,5
25885,Noise,no_violation,6,7
25886,Noise,no_violation,6,7
25887,Noise,no_violation,6,7
25888,Noise,fixed,4,5
25889,Noise,no_violation,6,7
25890,Noise,no_violation,6,7
25891,Noise,no_violation,6,7
25892,Noise,fixed,4,5
25893,Noise,no_violation,6,7
25894,Noise,no_violation,6,7
25895,Noise,no_violation,6,7
25896,Noise,no_violation,6,7
25897,Noise,fixed,4,5
25898,Noise,no_violation,6,7
25899,Noise,no_violation,6,7
25900,Noise,no_violation,6,7
25901,Noise,no_violation,6,7
25902,Noise,fixed,4,5
25903,Noise,fixed,4,5
25904,Noise,no_violation,6,7
25905,Noise,no_violation,6,7
25906,Noise,info_needed,4,5
25907,Safety,fixed,0,1
25908,Noise,no_violation,6,7
25909,Noise,fixed,4,5
25910,Noise,fixed,4,5
25911,Noise,fixed,4,5
25912,Noise,fixed,4,5
25913,Noise,no_violation,6,7
25914,Noise,fixed,4,5
25915,Noise,fixed,4,5
25916,Noise,fixed,4,5
25917,Noise,fixed,4,5
25918,Noise,no_violation,6,7
25919,Noise,fixed,4,5
25920,Noise,no_violation,6,7
25921,Noise,no_violation,6,7
25922,Noise,no_violation,6,7
25923,Noise,fixed,4,5
25924,Noise,fixed,4,5
25925,Noise,no_violation,6,7
25926,Noise,no_violation,6,7
25927,Noise,no_violation,6,7
25933,Noise,no_violation,6,7
25934,Noise,no_violation,6,7
25935,Noise,no_violation,6,7
25936,Noise,no_violation,6,7
25937,Noise,no_violation,6,7
25938,Noise,no_violation,6,7
25939,Noise,fixed,4,5
25940,Noise,no_violation,6,7
25941,Noise,no_violation,6,7
25942,Noise,no_violation,6,7
25943,Noise,fixed,4,5
25944,Noise,fixed,4,5
25945,Noise,fixed,4,5
25946,Noise,info_needed,4,5
25947,Noise,fixed,4,5
25948,Noise,no_violation,6,7
25949,Noise,info_needed,4,5
25950,Noise,fixed,4,5
25951,Noise,fixed,4,5
25952,Noise,fixed,4,5
25953,Noise,no_violation,6,7
25954,Noise,no_violation,6,7
25955,Noise,fixed,4,5
25956,Noise,no_violation,6,7
25958,Noise,fixed,4,5
25959,Noise,no_violation,6,7
25960,Traffic,no_violation,5,6
25961,Noise,no_violation,6,7
25962,Noise,fixed,4,5
25963,Noise,no_violation,6,7
25964,Noise,fixed,4,5
25965,Noise,info_needed,4,5
25966,Noise,fixed,4,5
25967,Noise,fixed,4,5
25968,Traffic,no_violation,5,6
25969,Noise,no_violation,6,7
25970,Noise,info_needed,4,5
25971,Safety,fixed,0,1
25972,Noise,no_violation,6,7
25973,Noise,fixed,4,5
25974,Traffic,fixed,0,1
25975,Noise,no_violation,6,7
25976,Noise,no_violation,6,7
25977,Traffic,no_violation,5,6
25978,Noise,no_violation,6,7
25979,Traffic,fixed,0,1
25980,Noise,fixed,4,5
25981,Noise,no_violation,6,7
25982,Noise,info_needed,4,5
25983,Noise,no_violation,6,7
25984,Noise,fixed,4,5
25985,Noise,fixed,4,5
25986,Noise,no_violation,6,7
25987,Noise,no_violation,6,7
25988,Noise,fixed,4,5
25989,Noise,no_violation,6,7
25990,Noise,no_violation,6,7
25991,Noise,fixed,4,5
25992,Noise,fixed,4,5
25993,Noise,no_violation,6,7
25994,Personal Issue,no_violation,1,2
25995,Noise,fixed,4,5
25996,Noise,fixed,4,5
25997,Noise,fixed,4,5
25998,Noise,fixed,4,5
25999,Noise,info_needed,4,5
26000,Noise,fixed,4,5
26001,Traffic,fixed,0,1
26002,Noise,fixed,4,5
26003,Noise,fixed,4,5
26004,Noise,fixed,4,5
26005,Noise,fixed,4,5
26006,Traffic,no_violation,5,6
26007,Noise,no_violation,6,7
26008,Noise,no_violation,6,7
26009,Noise,no_violation,6,7
26010,Noise,fixed,4,5
26011,Traffic,fixed,0,1
26012,Noise,fixed,4,5
26013,Safety,fixed,0,1
26014,Noise,fixed,4,5
26015,Noise,fixed,4,5
26016,Noise,fixed,4,5
26017,Noise,info_needed,4,5
26018,Noise,fixed,4,5
26019,Noise,no_violation,6,7
26020,Noise,fixed,4,5
26021,Noise,fixed,4,5
26022,Noise,no_violation,6,7
26023,Noise,no_violation,6,7
26024,Noise,fixed,4,5
26025,Noise,fixed,4,5
26026,Noise,fixed,4,5
26027,Noise,fixed,4,5
26028,Noise,fixed,4,5
26029,Traffic,no_violation,5,6
26030,Noise,fixed,4,5
26031,Noise,fixed,4,5
26032,Traffic,info_needed,0,1
26033,Noise,fixed,4,5
26034,Noise,no_violation,6,7
26035,Noise,fixed,4,5
26036,Noise,no_violation,6,7
26037,Noise,fixed,4,5
26038,Noise,fixed,4,5
26039,Other,fixed,0,1
26040,Noise,no_violation,6,7
26041,Noise,fixed,4,5
26042,Noise,info_needed,4,5
26044,Noise,fixed,4,5
26045,Noise,fixed,4,5
26047,Noise,no_violation,6,7
26048,Noise,no_violation,6,7
26049,Noise,no_violation,6,7
26050,Noise,no_violation,6,7
26051,Noise,no_violation,6,7
26052,Noise,no_violation,6,7
26053,Noise,info_needed,4,5
26054,Noise,info_needed,4,5
26055,Noise,fixed,4,5
26056,Noise,fixed,4,5
26057,Noise,fixed,4,5
26058,Noise,no_violation,6,7
26059,Noise,fixed,4,5
26060,Noise,fixed,4,5
26061,Noise,fixed,4,5
26062,Noise,fixed,4,5
26063,Noise,no_violation,6,7
26064,Noise,no_violation,6,7
26065,Safety,no_violation,7,8
26066,Traffic,no_violation,5,6
26067,Noise,fixed,4,5
26068,Noise,no_violation,6,7
26069,Noise,fixed,4,5
26070,Noise,info_needed,4,5
26071,Noise,info_needed,4,5
26072,Noise,no_violation,6,7
26073,Traffic,fixed,0,1
26074,Noise,no_violation,6,7
26075,Noise,no_violation,6,7
26076,Noise,fixed,4,5
26077,Noise,fixed,4,5
26078,Noise,fixed,4,5
26079,Noise,no_violation,6,7
26080,Noise,info_needed,4,5
26081,Noise,info_needed,4,5
26082,Noise,no_violation,6,7
26083,Noise,info_needed,4,5
26084,Noise,info_needed,4,5
26085,Noise,fixed,4,5
26086,Noise,no_violation,6,7
26087,Noise,no_violation,6,7
26088,Noise,info_needed,4,5
26089,Noise,no_violation,6,7
26090,Noise,no_violation,6,7
26091,Noise,fixed,4,5
26092,Noise,fixed,4,5
26093,Traffic,fixed,0,1
26094,Noise,fixed,4,5
26095,Noise,fixed,4,5
26096,Noise,no_violation,6,7
26097,Noise,no_violation,6,7
26098,Noise,info_needed,4,5
26099,Traffic,fixed,0,1
26100,Noise,no_violation,6,7
26101,Noise,fixed,4,5
26102,Noise,info_needed,4,5
26103,Noise,fixed,4,5
26104,Traffic,no_violation,5,6
26105,Noise,no_violation,6,7
26106,Noise,no_violation,6,7
26107,Noise,no_violation,6,7
26108,Safety,fixed,0,1
26109,Noise,no_violation,6,7
26110,Noise,no_violation,6,7
26111,Noise,fixed,4,5
26112,Noise,no_violation,6,7
26113,Noise,no_violation,6,7
26114,Traffic,no_violation,5,6
26115,Noise,fixed,4,5
26116,Noise,fixed,4,5
26117,Noise,fixed,4,5
26118,Noise,fixed,4,5
26119,Noise,fixed,4,5
26120,Noise,fixed,4,5
26121,Noise,fixed,4,5
26122,Noise,fixed,4,5
26123,Noise,no_violation,6,7
26124,Noise,no_violation,6,7
26125,Noise,no_violation,6,7
26126,Noise,fixed,4,5
26127,Traffic,info_needed,0,1
26128,Noise,no_violation,6,7
26129,Noise,fixed,4,5
26130,Noise,no_violation,6,7
26131,Noise,fixed,4,5
26132,Noise,no_violation,6,7
26133,Noise,no_violation,6,7
26134,Noise,fixed,4,5
26135,Noise,fixed,4,5
26136,Noise,no_violation,6,7
26137,Noise,no_violation,6,7
26139,Noise,no_violation,6,7
26140,Noise,fixed,4,5
26141,Noise,fixed,4,5
26142,Noise,info_needed,4,5
26143,Noise,no_violation,6,7
26144,Noise,no_violation,6,7
26145,Noise,no_violation,6,7
26146,Noise,no_violation,6,7
26147,Noise,no_violation,6,7
26148,Noise,no_violation,6,7
26149,Noise,no_violation,6,7
26150,Noise,no_violation,6,7
26151,Traffic,no_violation,5,6
26152,Noise,no_violation,6,7
26153,Noise,no_violation,6,7
26154,Noise,no_violation,6,7
26155,Noise,no_violation,6,7
26156,Noise,fixed,4,5
26157,Noise,fixed,4,5
26158,Energy,no_violation,1,2
26159,Noise,fixed,4,5
26160,Noise,fixed,4,5
26161,Noise,fixed,4,5
26162,Noise,fixed,4,5
26163,Noise,no_violation,6,7
26164,Noise,info_needed,4,5
26165,Noise,fixed,4,5
26166,Noise,info_needed,4,5
26167,Noise,no_violation,6,7
26168,Noise,no_violation,6,7
26169,Noise,no_violation,6,7
26170,Noise,no_violation,6,7
26171,Noise,no_violation,6,7
26172,Noise,no_violation,6,7
26173,Noise,no_violation,6,7
26174,Noise,no_violation,6,7
26175,Noise,no_violation,6,7
26176,Noise,no_violation,6,7
26177,Noise,no_violation,6,7
26178,Noise,no_violation,6,7
26179,Noise,no_violation,6,7
26180,Noise,no_violation,6,7
26181,Noise,no_violation,6,7
26182,Noise,fixed,4,5
26183,Noise,no_violation,6,7
26184,Noise,fixed,4,5
26185,Noise,no_violation,6,7
26186,Noise,no_violation,6,7
26187,Noise,no_violation,6,7
26188,Noise,info_needed,4,5
26189,Noise,no_violation,6,7
26190,Noise,no_violation,6,7
26191,Noise,no_violation,6,7
26192,Noise,no_violation,6,7
26193,Noise,no_violation,6,7
26194,Noise,no_violation,6,7
26195,Noise,no_violation,6,7
26196,Noise,no_violation,6,7
26197,Noise,fixed,4,5
26198,Noise,no_violation,6,7
26199,Noise,no_violation,6,7
26200,Traffic,no_violation,5,6
26201,Noise,no_violation,6,7
26202,Noise,no_violation,6,7
26203,Noise,fixed,4,5
26204,Noise,no_violation,6,7
26205,Noise,fixed,4,5
26206,Noise,no_violation,6,7
26207,Noise,no_violation,6,7
26208,Noise,fixed,4,5
26209,Noise,no_violation,6,7
26210,Noise,fixed,4,5
26211,Noise,no_violation,6,7
26213,Noise,info_needed,4,5
26214,Noise,no_violation,6,7
26215,Traffic,no_violation,5,6
26216,Noise,no_violation,6,7
26217,Noise,no_violation,6,7
26218,Noise,fixed,4,5
26219,Noise,fixed,4,5
26220,Noise,fixed,4,5
26221,Noise,fixed,4,5
26222,Noise,fixed,4,5
26223,Noise,no_violation,6,7
26224,Noise,fixed,4,5
26225,Noise,fixed,4,5
26226,Noise,no_violation,6,7
26227,Noise,fixed,4,5
26228,Noise,fixed,4,5
26229,Noise,fixed,4,5
26230,Noise,fixed,4,5
26231,Noise,no_violation,6,7
26232,Noise,no_violation,6,7
26233,Noise,no_violation,6,7
26234,Noise,no_violation,6,7
26235,Noise,no_violation,6,7
26236,Noise,no_violation,6,7
26237,Noise,no_violation,6,7
26238,Noise,fixed,4,5
26239,Noise,no_violation,6,7
26240,Noise,fixed,4,5
26241,Noise,no_violation,6,7
26242,Noise,no_violation,6,7
26243,Noise,no_violation,6,7
26244,Noise,no_violation,6,7
26245,Safety,no_violation,7,8
26246,Safety,no_violation,7,8
26248,Noise,no_violation,6,7
26249,Noise,no_violation,6,7
26250,Noise,no_violation,6,7
26251,Noise,fixed,4,5
26252,Noise,fixed,4,5
26253,Noise,no_violation,6,7
26254,Noise,no_violation,6,7
26255,Noise,no_violation,6,7
26256,Noise,no_violation,6,7
26257,Noise,no_violation,6,7
26258,Noise,no_violation,6,7
26259,Noise,no_violation,6,7
26260,Noise,no_violation,6,7
26261,Noise,no_violation,6,7
26262,Noise,no_violation,6,7
26263,Noise,info_needed,4,5
26264,Traffic,info_needed,0,1
26265,Traffic,no_violation,5,6
26266,Other,no_violation,1,2
26267,Noise,no_violation,6,7
26269,Noise,fixed,4,5
26270,Noise,fixed,4,5
26271,Personal Issue,fixed,0,1
26272,Traffic,no_violation,5,6
26273,Traffic,fixed,0,1
26274,Noise,no_violation,6,7
26275,Noise,no_violation,6,7
26276,Noise,no_violation,6,7
26277,Noise,no_violation,6,7
26278,Noise,no_violation,6,7
26279,Traffic,info_needed,0,1
26280,House,no_violation,1,2
26281,House,no_violation,1,2
26282,Trash/Pollution,fixed,0,1
26283,Other,no_violation,1,2
26284,Energy,no_violation,1,2
26285,Traffic,fixed,0,1
26286,House,no_violation,1,2
26287,Safety,fixed,0,1
26288,Energy,no_violation,1,2
26289,House,no_violation,1,2
26290,Trash/Pollution,no_violation,3,4
26291,House,fixed,2,3
26292,House,fixed,2,3
26293,House,no_violation,1,2
26294,Traffic,fixed,0,1
26295,Safety,fixed,0,1
26296,Trash/Pollution,no_violation,3,4
26297,Safety,fixed,0,1
26298,Trash/Pollution,no_violation,3,4
26299,Safety,no_violation,7,8
26300,House,no_violation,1,2
26301,Animals,fixed,0,1
26302,Safety,fixed,0,1
26303,House,fixed,2,3
26304,House,fixed,2,3
26305,Trash/Pollution,no_violation,3,4
26306,Trash/Pollution,no_violation,3,4
26307,House,fixed,2,3
26308,Safety,fixed,0,1
26309,House,fixed,2,3
26310,House,duplicated_report,1,2
26311,House,duplicated_report,1,2
26312,Animals,duplicated_report,0,1
26313,House,fixed,2,3
26314,House,no_violation,1,2
26315,House,no_violation,1,2
26316,House,no_violation,1,2
26317,House,duplicated_report,1,2
26318,House,no_violation,1,2
26319,House,duplicated_report,1,2
26320,House,duplicated_report,1,2
26322,Traffic,fixed,0,1
26325,Noise,fixed,4,5
26326,Noise,fixed,4,5
26327,Noise,fixed,4,5
26328,Traffic,fixed,0,1
26329,Traffic,fixed,0,1
26330,Animals,no_violation,1,2
26332,Safety,fixed,0,1
26333,Energy,no_violation,1,2
26334,House,no_violation,1,2
26335,Energy,no_violation,1,2
26336,Safety,no_violation,7,8
26337,House,no_violation,1,2
26338,House,no_violation,1,2
26339,Noise,no_violation,6,7
26341,Noise,no_violation,6,7
26342,House,fixed,2,3
26343,House,no_violation,1,2
26344,House,no_violation,1,2
26345,House,fixed,2,3
26346,House,no_violation,1,2
26347,House,fixed,2,3
26348,House,fixed,2,3
26349,House,no_violation,1,2
26350,Animals,fixed,0,1
26351,House,no_violation,1,2
26352,House,no_violation,1,2
26353,Safety,no_violation,7,8
26354,Safety,no_violation,7,8
26355,House,fixed,2,3
26356,House,no_violation,1,2
26357,Energy,no_violation,1,2
26358,House,duplicated_report,1,2
26359,House,no_violation,1,2
26360,Traffic,no_violation,5,6
26362,Traffic,fixed,0,1
26363,Trash/Pollution,fixed,0,1
26364,Energy,fixed,0,1
26365,Traffic,no_violation,5,6
26366,Animals,fixed,0,1
26367,Noise,no_violation,6,7
26368,Noise,fixed,4,5
26369,Noise,fixed,4,5
26371,House,fixed,2,3
26372,Noise,fixed,4,5
26373,House,fixed,2,3
26375,Traffic,no_violation,5,6
26376,Noise,no_violation,6,7
26377,Traffic,fixed,0,1
26380,Traffic,fixed,0,1
26381,Traffic,no_violation,5,6
26382,Safety,no_violation,7,8
26383,Noise,no_violation,6,7
26384,Animals,no_violation,1,2
26385,Safety,no_violation,7,8
26386,Safety,no_violation,7,8
26387,Other,no_violation,1,2
26388,Trash/Pollution,no_violation,3,4
26389,Energy,no_violation,1,2
26390,House,no_violation,1,2
26391,House,no_violation,1,2
26392,Energy,no_violation,1,2
26393,Energy,no_violation,1,2
26394,Trash/Pollution,no_violation,3,4
26395,Safety,no_violation,7,8
26396,House,fixed,2,3
26397,Trash/Pollution,no_violation,3,4
26398,Noise,no_violation,6,7
26399,Traffic,no_violation,5,6
26400,Traffic,no_violation,5,6
26401,Traffic,fixed,0,1
26402,Traffic,fixed,0,1
26404,Noise,fixed,4,5
26405,Traffic,fixed,0,1
26406,Noise,no_violation,6,7
26407,Noise,no_violation,6,7
26409,Traffic,no_violation,5,6
26410,Safety,fixed,0,1
26412,Traffic,fixed,0,1
26413,Traffic,no_violation,5,6
26414,Traffic,no_violation,5,6
26415,Safety,fixed,0,1
26417,Noise,no_violation,6,7
26418,Noise,no_violation,6,7
26419,Traffic,no_violation,5,6
26420,Noise,no_violation,6,7
26421,Traffic,fixed,0,1
26422,Traffic,no_violation,5,6
26423,Safety,no_violation,7,8
26424,Noise,fixed,4,5
26425,Traffic,no_violation,5,6
26426,Noise,fixed,4,5
26427,Commercial,fixed,0,1
26429,Safety,fixed,0,1
26430,Noise,no_violation,6,7
26431,Noise,fixed,4,5
26432,Traffic,fixed,0,1
26433,Noise,fixed,4,5
26434,Traffic,no_violation,5,6
26435,Commercial,no_violation,1,2
26436,Traffic,fixed,0,1
26437,Personal Issue,fixed,0,1
26439,Noise,fixed,4,5
26440,Traffic,no_violation,5,6
26441,Traffic,fixed,0,1
26442,House,fixed,2,3
26443,House,fixed,2,3
26444,Trash/Pollution,fixed,0,1
26445,Energy,fixed,0,1
26446,House,info_needed,1,2
26447,Safety,fixed,0,1
26448,House,no_violation,1,2
26449,House,fixed,2,3
26450,Safety,fixed,0,1
26451,Energy,fixed,0,1
26452,House,fixed,2,3
26453,House,fixed,2,3
26454,Trash/Pollution,fixed,0,1
26455,Traffic,no_violation,5,6
26456,Noise,fixed,4,5
26457,Noise,fixed,4,5
26458,Noise,fixed,4,5
26459,Noise,fixed,4,5
26460,Noise,fixed,4,5
26461,Noise,fixed,4,5
26462,Noise,fixed,4,5
26463,House,fixed,2,3
26466,Traffic,fixed,0,1
26467,Energy,fixed,0,1
26468,Traffic,no_violation,5,6
26469,Noise,no_violation,6,7
26470,Traffic,fixed,0,1
26471,Safety,no_violation,7,8
26472,Noise,no_violation,6,7
26473,House,fixed,2,3
26474,Noise,fixed,4,5
26475,Traffic,fixed,0,1
26476,Traffic,fixed,0,1
26477,Traffic,fixed,0,1
26478,Noise,no_violation,6,7
26479,Noise,no_violation,6,7
26480,Noise,no_violation,6,7
26481,Noise,no_violation,6,7
26482,Noise,no_violation,6,7
26483,Noise,no_violation,6,7
